班号	课程类别	有效评估数	评估分数	教师职称	开课学院	学年	学期	平均成绩	教师编号
8507	全校共同课	60	95.33	讲师	信息学院	2011-2012	秋季学期	82.647058	809
8508	全校共同课	82	94.97	副教授	信息学院	2011-2012	秋季学期	84.8	808
8509	全校共同课	80	95.82	副教授	信息学院	2011-2012	秋季学期	82.30851	806
8510	全校共同课	66	87.74	副教授	信息学院	2011-2012	秋季学期	79.870588	804
8511	全校共同课	54	91.39	讲师	信息学院	2011-2012	秋季学期	82.30303	811
8512	全校共同课	57	95.63	工程师	信息学院	2011-2012	秋季学期	82.8	810
8513	全校共同课	41	93.18	讲师	信息学院	2011-2012	秋季学期	82.480769	1057
8514	全校共同课	73	91.66	讲师	信息学院	2011-2012	秋季学期	74.777777	809
8515	全校共同课	68	90.22	副教授	信息学院	2011-2012	秋季学期	66.719101	804
8516	全校共同课	55	94.49	讲师	信息学院	2011-2012	秋季学期	85	809
8517	全校共同课	79	97.05	副教授	信息学院	2011-2012	秋季学期	85.755102	808
8518	全校共同课	53	93.29	副教授	信息学院	2011-2012	秋季学期	82.515625	329
8519	全校共同课	70	95.92	副教授	信息学院	2011-2012	秋季学期	84.910256	805
8520	全校共同课	66	90.1	讲师	信息学院	2011-2012	秋季学期	82.278481	747
8521	全校共同课	36	90.58	讲师	信息学院	2011-2012	秋季学期	76.88372	807
8522	全校共同课	51	86.25	副教授	信息学院	2011-2012	秋季学期	81.766666	329
8523	全校共同课	76	97.59	副教授	信息学院	2011-2012	秋季学期	86.418604	805
8524	全校共同课	37	90.84	讲师	信息学院	2011-2012	秋季学期	77.466666	747
8525	全校共同课	59	89.84	讲师	信息学院	2011-2012	秋季学期	81.971428	807
8526	全校共同课	69	97.5	副教授	信息学院	2011-2012	秋季学期	83.301204	805
8527	全校共同课	54	95.82	副教授	信息学院	2011-2012	秋季学期	82.897058	805
8528	全校共同课	79	92.22	副教授	信息学院	2011-2012	秋季学期	81.230769	576
8529	专业选修	52	93.93	教授	外国语学院	2011-2012	秋季学期	80.052631	689
8530	专业选修	55	96.32	教授	公共管理学院	2011-2012	秋季学期	83.469696	1425
8531	专业选修	29	97.65	教授	公共管理学院	2011-2012	秋季学期	80.857142	1425
8532	专业选修	61	96.23	讲师	财政金融学院	2011-2012	秋季学期	74.342465	1535
8533	专业选修	55	97.53	讲师	财政金融学院	2011-2012	秋季学期	78.292307	1535
8534	专业必修	30	96.68	副教授	公共管理学院	2011-2012	秋季学期	85.029411	1176
8535	学科基础	46	96.81	副教授	信息学院	2011-2012	秋季学期	81.226415	816
8536	学科基础	44	99.23	副教授	信息学院	2011-2012	秋季学期	75.185185	816
8537	专业选修	69	96.82	讲师	公共管理学院	2011-2012	秋季学期	83.839506	1414
8538	学科基础	46	94.85	讲师	信息学院	2011-2012	秋季学期	78.296296	64
8539	专业选修	18	90.96	讲师	公共管理学院	2011-2012	秋季学期	87.045454	383
8540	学科基础	15	97.55		外国语学院	2011-2012	秋季学期	85.2	1536
8541	学科基础	15	97.65		外国语学院	2011-2012	秋季学期	85.533333	1536
8542	学科基础	15	97.35	副教授	外国语学院	2011-2012	秋季学期	86.733333	478
8543	专业选修	32	96.86	讲师	信息资源管理学院	2011-2012	秋季学期	83.289473	1406
8544	专业选修	73	93.55	副教授	财政金融学院	2011-2012	秋季学期	80.766666	1537
8545	专业选修	72	93.84	副教授	财政金融学院	2011-2012	秋季学期	82.541176	1537
8546	专业选修	15	95.6	讲师	历史学院	2011-2012	秋季学期	86.631578	1461
8547	专业选修	16	91.14	副教授	历史学院	2011-2012	秋季学期	84.944444	1255
8548	人文艺术类	19	93.25	副教授	历史学院	2011-2012	秋季学期	85.631578	342
8549	人文艺术类	15	95.8	讲师	历史学院	2011-2012	秋季学期	84.933333	1538
8550	专业选修	19	92.54	讲师	历史学院	2011-2012	秋季学期	88.523809	795
8551	专业选修	16	96.16	讲师	信息学院	2011-2012	秋季学期	76.05	747
8552	专业必修	23	92.6	副教授	信息学院	2011-2012	秋季学期	79.392857	1379
8553	专业必修	106	91.54	讲师	信息学院	2011-2012	秋季学期	79.877049	584
8554	专业选修	18	94.83	讲师	信息学院	2011-2012	秋季学期	80.95238	208
8555	专业选修	33	98.41	教授	信息学院	2011-2012	秋季学期	79.394736	1056
8556	专业必修	97	94.75	教授	信息学院	2011-2012	秋季学期	75.672566	225
8557	专业选修	17	91.97	副教授	信息学院	2011-2012	秋季学期	81.95238	1079
8558	专业必修	24	95.63	副教授	统计学院	2011-2012	秋季学期	76.814814	707
8559	专业必修	18	97.08	副教授	外国语学院	2011-2012	秋季学期	81.5	524
8560	专业选修	16	94.7	副教授	外国语学院	2011-2012	秋季学期	87.363636	820
8561	学科基础	20	95.31	副教授	外国语学院	2011-2012	秋季学期	87.347826	820
8562	专业必修	18	97.79	副教授	外国语学院	2011-2012	秋季学期	73.25	518
8563	学科基础	23	96.32	副教授	劳动人事学院	2011-2012	秋季学期	86.76	1163
8564	专业必修	19	96.88		外国语学院	2011-2012	秋季学期	74.875	412
8565	专业必修	18	86.88	讲师	劳动人事学院	2011-2012	秋季学期	84.541666	1001
8566	应用基础	65	90.18	讲师	文学院	2011-2012	秋季学期	62.765306	1510
8567	应用基础	77	92.31	讲师	文学院	2011-2012	秋季学期	76.1	1510
8568	学科基础	20	95.31	讲师	外国语学院	2011-2012	秋季学期	86.538461	868
8569	专业必修	29	93.95	教授	国际关系学院	2011-2012	秋季学期	77.744186	551
8570	专业选修	42	90.59	教授	外国语学院	2011-2012	秋季学期	85.588235	1134
8571	学科基础	44	92.31	副教授	外国语学院	2011-2012	秋季学期	78.033333	1433
8572	专业选修	14	79.38	教授	新闻学院	2011-2012	秋季学期	81.1875	1189
8573	专业选修	14	97.16	副教授	新闻学院	2011-2012	秋季学期	82.5625	264
8574	专业选修	19	89.03	教授	新闻学院	2011-2012	秋季学期	84.375	758
8575	专业选修	35	93.4	教授	新闻学院	2011-2012	秋季学期	80	758
8576	专业选修	44	95.98	讲师	新闻学院	2011-2012	秋季学期	81.754716	676
8577	专业选修	44	94.38	副教授	新闻学院	2011-2012	秋季学期	81.754716	1068
8578	专业选修	67	92.62	副教授	新闻学院	2011-2012	秋季学期	77.301204	530
8579	专业选修	68	93.23	副教授	新闻学院	2011-2012	秋季学期	77.301204	874
8580	专业必修	51	96.35	讲师	新闻学院	2011-2012	秋季学期	84.466666	263
8581	专业选修	18	98.13	讲师	新闻学院	2011-2012	秋季学期	85.3	263
8582	专业选修	72	96.51	讲师	新闻学院	2011-2012	秋季学期	87.024691	676
8583	专业选修	73	98.19	讲师	新闻学院	2011-2012	秋季学期	89.554216	99
8584	专业选修	46	90.72	教授	新闻学院	2011-2012	秋季学期	87.890909	100
8585	全校共同课	26	98.9	教授	外国语学院	2011-2012	秋季学期	85.517241	862
8586	全校共同课	25	97.84	教授	外国语学院	2011-2012	秋季学期	88.068965	862
8587	全校共同课	25	93.79		外国语学院	2011-2012	秋季学期	83.766666	850
8588	全校共同课	30	95.13		外国语学院	2011-2012	秋季学期	86.46875	1014
8589	全校共同课	26	97.06		外国语学院	2011-2012	秋季学期	89.344827	1294
8590	全校共同课	28	95.13		外国语学院	2011-2012	秋季学期	86.333333	1294
8591	全校共同课	33	94.89	讲师	外国语学院	2011-2012	秋季学期	82.444444	837
8592	全校共同课	34	92.46	讲师	外国语学院	2011-2012	秋季学期	81.777777	837
8593	全校共同课	33	98.57	讲师	外国语学院	2011-2012	秋季学期	87	836
8594	全校共同课	32	97.91	讲师	外国语学院	2011-2012	秋季学期	86.555555	836
8595	全校共同课	32	95.22	副教授	外国语学院	2011-2012	秋季学期	82.388888	835
8596	全校共同课	33	90.96	副教授	外国语学院	2011-2012	秋季学期	81.714285	835
8597	全校共同课	31	89.52	副教授	外国语学院	2011-2012	秋季学期	82.323529	835
8598	全校共同课	30	89.85	副教授	外国语学院	2011-2012	秋季学期	81.914285	835
8599	全校共同课	27	89.47	副教授	外国语学院	2011-2012	秋季学期	82.914285	835
8600	全校共同课	24	96.41	讲师	外国语学院	2011-2012	秋季学期	81.724137	840
8601	全校共同课	26	94.69	讲师	外国语学院	2011-2012	秋季学期	82.724137	840
8602	全校共同课	23	94.98	讲师	外国语学院	2011-2012	秋季学期	83.8	840
8603	全校共同课	24	94.63	讲师	外国语学院	2011-2012	秋季学期	85.107142	840
8604	全校共同课	23	96.45	讲师	外国语学院	2011-2012	秋季学期	80.620689	840
8605	全校共同课	22	94.48	讲师	外国语学院	2011-2012	秋季学期	82.08	840
8606	全校共同课	20	89.54	助教	外国语学院	2011-2012	秋季学期	85.291666	1274
8607	全校共同课	33	98.52	讲师	外国语学院	2011-2012	秋季学期	85.2	830
8608	全校共同课	33	97.39	讲师	外国语学院	2011-2012	秋季学期	84.771428	830
8609	全校共同课	32	97.42	讲师	外国语学院	2011-2012	秋季学期	85.542857	830
8610	全校共同课	30	91.75	讲师	外国语学院	2011-2012	秋季学期	85.057142	830
8611	全校共同课	34	95.08	讲师	外国语学院	2011-2012	秋季学期	84.243243	830
8612	全校共同课	32	95.5	讲师	外国语学院	2011-2012	秋季学期	83.828571	830
8613	全校共同课	33	98.27		外国语学院	2011-2012	秋季学期	87.028571	733
8614	全校共同课	33	97.18		外国语学院	2011-2012	秋季学期	83.263157	733
8615	全校共同课	32	96.74		外国语学院	2011-2012	秋季学期	79.972972	1517
8616	全校共同课	34	95.41		外国语学院	2011-2012	秋季学期	80.918918	1517
8617	全校共同课	30	96.25		外国语学院	2011-2012	秋季学期	80.117647	853
8618	全校共同课	27	94.39		外国语学院	2011-2012	秋季学期	69.727272	853
8619	全校共同课	19	92.62	教授	外国语学院	2011-2012	秋季学期	87.592592	502
8620	全校共同课	28	93.57		外国语学院	2011-2012	秋季学期	83.1	1015
8621	全校共同课	23	95.4		外国语学院	2011-2012	秋季学期	82.8	1015
8622	全校共同课	30	98.88		外国语学院	2011-2012	秋季学期	87.46875	1294
8623	全校共同课	25	99.55		外国语学院	2011-2012	秋季学期	90.3125	1294
8624	全校共同课	28	98.74		外国语学院	2011-2012	秋季学期	90.0625	1294
8625	全校共同课	28	91.91		外国语学院	2011-2012	秋季学期	89.096774	731
8626	全校共同课	27	95.14		外国语学院	2011-2012	秋季学期	88.482758	731
8627	全校共同课	19	94.99		外国语学院	2011-2012	秋季学期	85.761904	1278
8628	全校共同课	31	95.07		外国语学院	2011-2012	秋季学期	89.147058	1278
8629	全校共同课	41	94.46	副教授	外国语学院	2011-2012	秋季学期	87.02	9
8630	专业选修	57	95.66	副教授	环境学院	2011-2012	秋季学期	84.916666	128
8631	专业必修	35	89.8	副教授	环境学院	2011-2012	秋季学期	84.97826	894
8632	专业必修	35	92.46	讲师	环境学院	2011-2012	秋季学期	84.97826	1075
8633	专业选修	34	89.5	副教授	环境学院	2011-2012	秋季学期	84.363636	894
8634	专业必修	38	96.19	教授	环境学院	2011-2012	秋季学期	87.869565	1321
8635	专业必修	38	97.81	讲师	环境学院	2011-2012	秋季学期	87.869565	1322
8636	专业必修	15	99.8	副教授	环境学院	2011-2012	秋季学期	87	420
8637	专业必修	19	94.2	讲师	环境学院	2011-2012	秋季学期	87.68	1462
8638	专业选修	23	96.58	讲师	环境学院	2011-2012	秋季学期	83.444444	132
8639	专业选修	25	96.16	讲师	环境学院	2011-2012	秋季学期	84.925	130
8640	专业必修	26	90.02	副教授	社会与人口学院	2011-2012	秋季学期	85.181818	694
8641	专业选修	35	90.61	副教授	文学院	2011-2012	秋季学期	79.279069	1466
8642	专业选修	17	91	副教授	文学院	2011-2012	秋季学期	67.315789	658
8643	专业选修	33	92.66	副教授	文学院	2011-2012	秋季学期	73.871794	1246
8644	专业选修	19	99.53	副教授	国际关系学院	2011-2012	秋季学期	87.363636	875
8645	专业选修	36	96.46	副教授	国际关系学院	2011-2012	秋季学期	84.545454	357
8646	专业必修	68	89.77	副教授	文学院	2011-2012	秋季学期	80.613636	534
8647	专业选修	19	71.03	副教授	文学院	2011-2012	秋季学期	66.793103	278
8648	专业选修	19	90.8	副教授	文学院	2011-2012	秋季学期	85.5	527
8649	专业选修	21	87.54	副教授	文学院	2011-2012	秋季学期	84.461538	278
8650	专业选修	15	89.65	副教授	文学院	2011-2012	秋季学期	88.473684	657
8651	专业选修	39	90.69	教授	文学院	2011-2012	秋季学期	86.423076	1400
8652	专业选修	22	94.99	讲师	文学院	2011-2012	秋季学期	88.285714	1269
8653	专业选修	23	83.44	讲师	文学院	2011-2012	秋季学期	73.882352	1539
8654	专业选修	46	84.54	讲师	文学院	2011-2012	秋季学期	88.564516	1243
8655	专业选修	47	91.02	副教授	文学院	2011-2012	秋季学期	88.564516	649
8656	学科基础	15	94.45	讲师	文学院	2011-2012	秋季学期	82.2	529
8657	专业必修	10	95.05	讲师	文学院	2011-2012	秋季学期	88.357142	686
8658	专业必修	15	96.75	教授	文学院	2011-2012	秋季学期	86.45	1023
8659	专业必修	9	95.83	教授	文学院	2011-2012	秋季学期	86.928571	1023
8660	学科基础	9	93.33	讲师	文学院	2011-2012	秋季学期	86.357142	1245
8661	专业选修	10	96.4	讲师	文学院	2011-2012	秋季学期	87.928571	686
8662	专业选修	15	97.7	教授	文学院	2011-2012	秋季学期	83.6	1023
8663	专业必修	9	95.75	教授	文学院	2011-2012	秋季学期	82.071428	1023
8664	学科基础	9	94.33	讲师	文学院	2011-2012	秋季学期	87.142857	1245
8665	专业选修	92	87.88	讲师	文学院	2011-2012	秋季学期	58.596638	764
8666	专业选修	29	96.79	教授	文学院	2011-2012	秋季学期	86.416666	1465
8667	专业选修	15	83.55	副教授	文学院	2011-2012	秋季学期	65.736842	1187
8668	专业必修	37	86.07	教授	文学院	2011-2012	秋季学期	66.367346	1416
8669	专业必修	39	97.85	教授	信息资源管理学院	2011-2012	秋季学期	86.122448	70
8670	学科基础	18	90.83	副教授	信息资源管理学院	2011-2012	秋季学期	78.608695	247
8671	专业必修	45	93.5	讲师	文学院	2011-2012	秋季学期	71.95238	638
8672	专业必修	36	89.29	副教授	文学院	2011-2012	秋季学期	69.5	221
8673	专业必修	45	83.4	讲师	文学院	2011-2012	秋季学期	56.457627	956
8674	经济类	25	98.74	副教授	财政金融学院	2011-2012	秋季学期	74.48387	310
8675	法政类	77	94.93	教授	法学院	2011-2012	秋季学期	86.371134	1099
8676	管理类	27	92.33		公共管理学院	2011-2012	秋季学期	87.366666	1540
8677	管理类	21	96.43	副教授	公共管理学院	2011-2012	秋季学期	87.4	981
8678	法政类	50	92.41	讲师	国际关系学院	2011-2012	秋季学期	80.355932	1142
8679		27	93.36	副教授	环境学院	2011-2012	秋季学期	85.75862	128
8680	管理类	27	96.95	讲师	环境学院	2011-2012	秋季学期	85.75862	1075
8681		27	94.17	副教授	环境学院	2011-2012	秋季学期	85.75862	894
8682	管理类	21	96.07	讲师	环境学院	2011-2012	秋季学期	79.444444	1493
8683	理工类	49	89.61	教授	公共管理学院	2011-2012	秋季学期	85.862068	1541
8684	理工类	48	94.99	教授	环境学院	2011-2012	秋季学期	85.862068	419
8685	经济类	36	96.38	副教授	经济学院	2011-2012	秋季学期	88.820512	1542
8686	人文艺术类	24	95.47	讲师	历史学院	2011-2012	秋季学期	88.178571	1538
8687	管理类	28	93.33	副教授	农业与农村发展学院	2011-2012	秋季学期	89.6	997
8688	管理类	27	93.33	讲师	农业与农村发展学院	2011-2012	秋季学期	86.2	1363
8689	管理类	22	97.41	讲师	农业与农村发展学院	2011-2012	秋季学期	84.428571	1543
8690	管理类	22	97.07	讲师	农业与农村发展学院	2011-2012	秋季学期	88.310344	1468
8691	管理类	41	90.16	教授	统计学院	2011-2012	秋季学期	85.897959	1221
8692	管理类	17	89.72	讲师	信息资源管理学院	2011-2012	秋季学期	77.260869	395
8693	专业选修	38	96.65	讲师	艺术学院	2011-2012	秋季学期	82.425531	1496
8694	人文艺术类	20	98.2	讲师	哲学院	2011-2012	秋季学期	82.652173	1503
8695	人文艺术类	50	97.24	副教授	哲学院	2011-2012	秋季学期	87.603448	1296
